

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2441,0,-251.172,89.1214,1104.83,-200.599,96.7444,1058.17,-314.87,124.524,1030.49,-369.064,151.39,951.913,-392.322,177.427,915.313,-347.881,199.475,943.714,336.191,72.3909,1081.67,277.623,71.1213,1048.5,403.623,99.7519,989.565,435.996,96.3785,904.105,466.503,117.866,868.683,441.109,153.832,913.641
2442,0,-256.901,88.961,1110.39,-208.338,98.6238,1061.78,-323.654,123.686,1038.53,-380.607,150.27,961.995,-405.626,176.393,926.226,-360.603,198.873,953.207,341.462,71.7979,1085.71,283.988,72.797,1050.53,412.562,97.2437,996.056,447.159,94.7578,911.143,479.248,115.74,876.975,453.518,151.83,921.492
2443,0,-262.635,88.7382,1116.23,-215.421,99.6682,1066.42,-332.292,122.718,1047.06,-391.82,148.974,972.446,-418.777,174.608,938.451,-373.68,197.987,963.91,347.318,71.0567,1089.87,290.866,73.8807,1053.25,421.757,96.3157,1002.59,458.914,92.7995,919.394,492.189,113.473,885.985,465.699,149.841,929.649
2444,0,-268.195,88.3797,1122.28,-222.983,100.818,1071.36,-340.475,121.833,1055.71,-403.196,147.353,983.58,-431.602,172.8,950.775,-386.186,196.879,974.976,352.884,70.5904,1094.59,297.881,75.3138,1056.14,430.573,94.7266,1010.26,470.785,90.9407,928.247,505.501,111.427,895.76,477.989,148.046,938.571
2445,0,-273.814,87.9609,1128.85,-230.293,102.441,1076.72,-348.912,120.702,1065.08,-414.729,145.506,995.215,-444.133,170.845,963.89,-398.686,195.724,986.28,359.107,69.6249,1099.9,305.306,76.0708,1059.81,439.832,92.9391,1018.39,483.373,89.1291,937.95,518.645,109.344,906.638,490.337,146.369,948.641
2446,0,-279.516,87.5683,1135.74,-237.559,102.897,1082.24,-356.975,119.738,1074.8,-425.283,143.927,1007.47,-456.844,168.891,977.632,-410.641,194.389,998.417,365.043,68.9658,1105.71,312.873,76.8248,1063.83,449.275,91.2758,1027.27,495.436,86.9409,948.142,531.905,106.901,918.246,502.618,144.175,959.214
2447,0,-285.004,87.098,1142.78,-244.899,103.664,1087.98,-364.941,118.395,1084.77,-435.813,142.182,1020.05,-468.739,166.975,991.732,-422.484,192.813,1011.03,371.134,68.18,1112.07,320.375,77.3911,1068.45,458.483,89.587,1036.61,507.161,84.6523,959.254,545.218,103.85,930.95,514.834,141.716,970.824
2448,0,-290.096,86.5413,1150.02,-252.011,104.63,1094.38,-372.789,117.001,1095.4,-446.31,140.578,1033.25,-480.702,164.973,1006.91,-433.147,191.268,1023.83,377.332,67.3594,1118.68,328.169,77.8064,1073.53,467.38,88.6146,1046.75,518.914,82.14,971.043,558.089,101.132,944.014,526.888,139.154,982.849
2449,0,-295.196,85.8357,1157.61,-259.533,105.178,1101.27,-379.876,115.589,1106.01,-456.057,138.67,1047.12,-492.146,162.787,1022.21,-444.232,189.619,1037.46,383.416,66.4839,1125.98,336.047,78.0295,1079.13,476.198,86.7141,1057.43,530.572,79.3773,983.754,571.104,97.8123,958.121,538.965,136.349,995.747
2450,0,-300.065,85.1529,1165.39,-266.563,106.106,1108.18,-386.859,113.987,1117.13,-465.338,136.773,1061.17,-502.801,160.534,1037.38,-455.129,187.748,1051.55,389.502,65.7118,1133.49,343.856,77.9734,1085.11,484.958,84.9539,1068.87,541.922,76.7842,997.008,583.597,94.9026,973.085,550.534,134.053,1009.18
2451,0,-304.506,84.6,1173.22,-273.526,106.449,1115.49,-393.46,112.262,1128.38,-474.638,134.619,1075.77,-512.523,157.996,1053.28,-464.47,185.526,1065.76,395.291,64.7531,1141.57,351.932,77.9547,1091.55,493.134,82.9997,1080.25,553.072,74.1926,1011.05,595.588,91.6421,988.474,561.816,131.019,1023.54
2452,0,-308.988,83.9188,1181.48,-280.122,107.142,1122.8,-399.853,110.739,1140.02,-482.963,132.449,1090.07,-522.34,155.468,1069.43,-474.47,183.489,1080.52,400.749,63.6125,1149.97,359.612,77.6957,1098.42,501.481,80.7969,1092.17,563.898,71.535,1025.66,607.015,88.2967,1004.72,572.224,128.498,1038.31
2453,0,-313.056,83.381,1189.64,-285.934,108.179,1130.69,-405.532,109.253,1151.6,-490.606,130.104,1104.74,-531.269,152.414,1085.76,-483.074,181.323,1094.83,406.249,62.4414,1158.49,366.327,77.2538,1105.5,508.743,78.9023,1104.96,574.14,68.9441,1040.72,618.237,85.5558,1021.39,582.191,125.707,1053.2
2454,0,-316.877,82.9418,1197.63,-291.798,108.564,1138.08,-410.801,107.729,1163.17,-497.833,127.438,1119.61,-539.446,149.744,1102.3,-491.25,178.742,1109.73,411.32,61.0881,1167.37,373.616,77.2579,1112.83,515.502,76.5904,1117.93,583.562,65.7966,1056.09,628.4,82.181,1038.68,592.404,122.508,1069.29
2455,0,-320.451,82.5318,1205.71,-297.524,109.483,1145.96,-415.773,105.994,1174.77,-504.182,124.774,1134.32,-547.018,146.805,1118.78,-499.167,176.471,1124.99,416.117,60.0191,1176.42,380.246,77.3111,1120.52,522.491,74.1538,1130.79,592.311,63.0272,1071.64,638.249,78.1902,1056.27,601.058,119.625,1085.34
2456,0,-323.702,82.2123,1214.02,-302.703,110.656,1153.83,-419.945,104.198,1186.12,-510.585,122.29,1149.17,-554.153,143.693,1135.35,-506.434,173.999,1139.93,420.257,58.8163,1185.43,387.004,77.4008,1128.44,528.853,71.9886,1144.64,600.466,60.2348,1087.19,647.175,75.0753,1073.99,609.805,116.332,1102.42
2457,0,-326.913,81.9596,1222.15,-307.236,111.443,1161.66,-423.891,102.513,1197.49,-515.613,119.562,1164.02,-560.315,140.41,1151.66,-513.256,171.253,1155.12,424.371,57.2874,1194.71,393.159,77.1534,1136.36,535.097,68.7642,1157.21,607.656,57.6294,1103.24,655.487,71.6682,1092.09,617.555,113.172,1119.21
2458,0,-329.709,81.9591,1230.55,-312.394,112.317,1169.67,-427.273,101.083,1208.81,-520.66,117.066,1178.17,-565.947,136.884,1167.92,-519.091,168.729,1170.03,427.703,56.3546,1203.63,399.217,77.2708,1145.18,538.861,68.6594,1171.57,614.264,55.1295,1119.11,662.448,68.3815,1110.04,624.219,110.49,1136.03
2459,0,-332.402,82.0381,1238.75,-317.03,113.521,1178.58,-430.454,99.8426,1220.34,-525.138,114.289,1192.52,-570.933,133.733,1183.96,-524.92,166.252,1184.96,431.148,54.5627,1212.87,404.447,77.2183,1153.28,543.347,65.4277,1183.93,620.15,52.7693,1134.86,668.618,64.8704,1127.97,630.003,107.944,1152.93
2460,0,-334.884,82.238,1247.07,-321.603,114.942,1186.56,-433.549,98.9507,1231.6,-528.82,111.963,1206.66,-575.881,130.879,1200.08,-529.613,164.142,1199.24,433.792,53.5187,1221.56,409.092,77.6225,1161.05,547.023,62.5796,1195.99,625.556,50.1659,1150.36,674.416,61.9408,1145.61,635.578,104.592,1169.96
2461,0,-337.178,82.3738,1255.24,-325.246,115.459,1194.79,-435.918,98.0494,1242.93,-532.245,110.064,1220.95,-579.773,128.563,1215.96,-534.285,162.081,1213.94,435.031,54.4313,1228.65,413.147,78.2357,1169.32,549.687,61.5493,1209.55,629.978,47.9171,1165.5,678.992,58.7842,1162.86,640.222,101.817,1187.04
2462,0,-339.212,82.4216,1263.49,-328.922,117.503,1203.45,-438.009,97.2834,1253.91,-534.999,108.506,1235.27,-582.808,126.298,1231.41,-537.921,160.168,1227.9,436.982,53.5851,1236.8,417.018,79.0992,1177.36,551.95,59.7307,1221.62,633.575,45.4545,1180.05,682.811,55.6489,1179.52,643.866,98.4786,1203.94
2463,0,-340.841,82.6793,1271.56,-332.14,118.923,1211.28,-439.587,96.4186,1265.02,-536.834,107,1249.47,-585.003,124.279,1246.58,-540.763,158.856,1241.55,438.557,53.3644,1244.89,420.628,80.1754,1184.92,553.842,57.4732,1233.23,635.414,45.815,1192.8,686.217,52.5521,1195.83,646.855,95.4973,1220.46
2464,0,-342.479,82.8054,1279.68,-334.76,119.709,1219.65,-440.797,95.6909,1275.48,-538.65,105.618,1263.63,-586.988,122.254,1261.65,-543.244,157.46,1255.23,439.694,53.1211,1253.1,423.913,81.0213,1193.04,555.149,55.6225,1245.07,637.817,44.418,1206.01,688.917,49.7483,1211.47,649.331,92.3923,1236.68
2465,0,-343.396,83.1831,1287.49,-337.516,121.829,1227.71,-441.479,95.106,1286.25,-539.395,104.212,1277,-588.867,120.538,1276.47,-545.49,156.147,1268.73,440.721,53.1423,1260.96,427.246,81.5208,1201,556.461,54.2001,1255.79,639.958,43.2966,1219.27,690.87,47.2914,1226.69,650.962,89.5423,1252.3
2466,0,-343.993,83.3292,1295.05,-339.154,122.316,1235.55,-442.02,94.6115,1296.44,-540.358,103.078,1290.04,-589.748,118.922,1290.83,-546.922,154.897,1282.13,441.528,53.061,1268.49,429.392,82.9956,1208.75,557.026,52.8143,1267.6,641.795,42.2473,1232.04,692.606,44.8619,1241.64,652.394,86.8939,1267.64
2467,0,-342.733,85.3759,1300.33,-341.29,123.738,1243.53,-442.044,94.3178,1306.18,-540.689,101.791,1302.91,-590.465,117.359,1304.89,-548.444,153.68,1295.33,441.974,53.1774,1275.88,431.469,84.1539,1216.76,557.178,51.9487,1278.19,643.012,41.6907,1244.81,693.93,42.6453,1256.35,652.99,84.8549,1281.92
2468,0,-342.728,85.553,1307.42,-342.792,125.749,1251.2,-442.32,93.7159,1316.5,-540.772,100.702,1315.05,-591.091,116.15,1318.23,-548.91,152.913,1308.4,442.177,53.4083,1283.44,433.848,85.1159,1224.91,557.615,51.2137,1288.48,643.656,40.9827,1257.28,695.003,42.0325,1269.69,653.182,83.4271,1295.91
2469,0,-342.958,85.7943,1314.51,-344.125,125.755,1258.87,-442.294,92.6871,1326.05,-540.702,99.6326,1326.95,-591.15,115.202,1331.6,-548.883,151.812,1320.55,442.426,53.7413,1290.75,435.782,86.0734,1232.38,557.416,50.1734,1299.19,644.702,40.8062,1269.96,695.589,40.9359,1283.36,653.341,82.0728,1309.32
2470,0,-342.739,85.8348,1321.35,-345.635,127.706,1266.63,-441.886,92.4211,1335.38,-540.207,98.581,1338.5,-590.554,114.162,1344.56,-549.009,151.256,1333.13,442.592,53.798,1298.13,437.295,86.672,1240.07,556.734,49.7833,1309.8,645.098,40.1913,1282.27,695.944,40.203,1296.72,652.956,81.023,1322.54
2471,0,-342.418,85.8312,1328.17,-346.005,127.182,1273.61,-441.269,91.7313,1344.41,-539.414,98.0448,1349.62,-590.151,113.262,1357.17,-548.964,150.597,1345.31,442.481,53.9588,1305.81,438.558,87.4537,1247.96,556.592,49.5793,1320.05,645.532,40.1588,1294.82,696.243,40.0325,1310.03,652.328,80.6254,1335.22
2472,0,-342.275,85.8742,1335,-347.064,127.888,1280.87,-440.798,91.6237,1353.31,-538.955,97.04,1361.27,-589.682,113.046,1369.79,-548.452,149.978,1356.79,442.263,54.437,1313.43,439.866,88.0998,1255.47,555.936,50.0307,1330.71,645.476,39.9356,1307.64,696.076,40.1641,1323.86,651.912,81.1282,1347.32
2473,0,-341.886,85.8477,1341.67,-348.263,128.102,1288.08,-440.174,90.9153,1362.21,-537.892,96.5382,1372.43,-588.741,112.577,1382.12,-547.728,149.78,1368.22,441.951,54.6429,1320.98,441.155,87.9034,1263.12,555.625,50.1184,1341.24,645.276,39.4765,1320.45,695.889,40.6437,1337.47,651.298,81.9073,1359.64
2474,0,-341.409,85.6545,1348.21,-348.864,128.234,1294.92,-439.11,91.4121,1371.14,-537.025,96.6273,1383.74,-587.241,112.382,1394,-546.802,149.56,1379.58,441.69,54.7417,1328.53,442.172,88.1294,1270.35,554.861,50.7453,1352.16,644.968,38.8836,1333.73,695.392,40.884,1351.35,650.134,82.8401,1371.43
2475,0,-340.818,85.4715,1354.57,-349.508,129.022,1301.72,-437.959,91.0479,1380.07,-534.956,96.8221,1395.09,-585.526,112.346,1406.41,-545.425,149.539,1390.41,441.223,55.0082,1335.99,443.066,87.9063,1278.16,553.831,50.9047,1362.66,644.016,38.5494,1346.9,694.506,41.275,1365.31,648.747,84.03,1383.16
2476,0,-340.17,85.3153,1360.74,-349.811,127.803,1308.15,-436.519,90.5608,1388.33,-533.439,96.9879,1406.11,-583.674,112.253,1418.34,-544.155,149.168,1401.01,440.391,55.3391,1343.59,443.405,87.6548,1285.25,552.484,51.3672,1372.81,643.107,38.1461,1359.74,693.207,41.9491,1378.36,647.045,84.9908,1394.77
2477,0,-339.443,85.0672,1366.73,-349.883,127.615,1314.36,-435.201,90.3246,1396.79,-531.385,96.9286,1416.71,-582.041,111.988,1429.9,-542.639,148.906,1411.52,439.784,55.4374,1351.02,444.204,87.0538,1292.6,551.247,51.6662,1382.5,641.675,38.0932,1371.87,691.517,42.4723,1391.51,645.084,85.2227,1406.59
2478,0,-338.48,84.7766,1372.62,-350.158,127.306,1320.53,-433.667,89.8853,1404.73,-529.024,96.5301,1426.48,-578.895,111.123,1441.04,-540.241,148.491,1422.06,438.678,55.4978,1358.05,444.445,86.9465,1299.3,548.633,52.2675,1392.75,640.09,38.2332,1383.71,689.577,42.283,1404.59,642.741,85.2597,1418.45
2479,0,-338.608,82.7734,1379.75,-350.097,126.849,1326.46,-431.73,89.7531,1412.41,-527.29,95.4657,1436.33,-576.735,110.699,1452,-538.512,148.104,1432.35,437.423,55.8557,1365.02,444.669,86.08,1306.47,547.275,51.802,1401.26,638.43,38.4108,1395.08,687.554,42.0685,1417.48,639.968,85.0145,1430.32
2480,0,-337.396,82.2833,1385.26,-349.662,126.406,1332.11,-430.108,89.1242,1419.68,-524.482,94.7345,1445.15,-573.35,109.628,1462.35,-535.726,147.15,1442.27,436.105,55.6627,1371.85,444.634,85.9312,1313.08,544.624,52.4084,1410.39,636.734,38.4754,1406.51,684.89,42.2398,1430.1,637.189,85.0954,1441.79
2481,0,-334.943,83.2646,1389.41,-349.439,126.098,1337.65,-427.56,88.3204,1427.16,-522.224,94.2512,1454.43,-570.628,109.093,1472.5,-533.302,146.41,1451.88,434.723,55.4581,1378.23,444.25,85.4003,1319.53,542.46,52.4743,1419.69,634.334,38.5092,1418.36,682.006,42.3373,1442.87,634.099,85.0734,1453.4
2482,0,-333.177,83.2579,1393.95,-349.063,125.539,1342.73,-425.806,88.0863,1433.85,-519.383,93.848,1463.28,-567.694,108.782,1482.61,-530.347,145.845,1460.93,433.065,55.5316,1384.26,444.276,84.733,1325.6,539.84,52.4651,1428.64,631.814,38.6903,1429.67,679.296,42.5586,1455.71,630.615,85.2851,1464.45
2483,0,-332.737,81.3956,1399.24,-348.563,124.982,1347.86,-423.505,87.1985,1440.28,-516.787,93.2729,1471.28,-564.225,107.766,1491.71,-528.249,145.529,1469.91,431.596,55.0934,1390.32,443.913,84.2501,1331.62,537.159,52.5215,1437.51,629.352,38.4986,1440.64,675.974,42.8726,1467.88,627.451,85.8696,1474.84
2484,0,-331.96,79.86,1403.95,-348.078,124.424,1352.43,-421.694,86.5597,1446.24,-513.916,92.516,1479.27,-561.334,106.983,1500.39,-524.978,144.311,1478.05,430.334,54.6453,1395.61,443.539,83.856,1337.33,534.838,52.4791,1445.57,626.778,38.6423,1451.24,672.611,42.8664,1479.67,623.783,86.0359,1485.27
2485,0,-329.746,80.2792,1407.32,-347.5,123.905,1356.68,-419.43,85.5708,1451.9,-511.106,91.8589,1486.25,-558.546,106.42,1508.74,-522.439,144.231,1486.07,428.706,54.4285,1401,443.027,83.4615,1342.83,532.22,52.7951,1453.11,623.804,38.6533,1461.07,668.901,42.9405,1490.9,620.493,86.1536,1495.08
2486,0,-328.238,79.8103,1410.93,-346.613,123.564,1360.73,-417.713,85.1178,1456.43,-508.752,91.0942,1492.84,-554.952,104.994,1516.21,-519.799,143.042,1493.45,427.127,54.3441,1406.24,442.649,82.9864,1348.3,531.253,51.4197,1459.93,621.604,38.9313,1470.39,665.692,43.0822,1501.45,616.819,86.1351,1504.29
2487,0,-327.664,78.1563,1414.8,-345.699,123.107,1364.38,-416.047,83.8257,1461.55,-506.338,90.1212,1498.97,-552.212,103.967,1523.28,-516.93,142.23,1500.19,425.642,54.2598,1411.09,442.495,82.7576,1353.43,527.393,52.8055,1467.33,618.94,39.1066,1478.9,662.25,43.0389,1511.29,613.246,86.014,1513.19
2488,0,-325.955,77.9783,1417.85,-345.066,122.411,1367.83,-413.829,83.8334,1465.56,-504.041,88.8052,1504.44,-549.477,102.93,1529.73,-514.694,141.565,1506.62,424.296,53.9724,1415.9,441.672,82.632,1358.36,524.94,52.6209,1474.08,616.476,39.3702,1487.08,658.869,42.9888,1520.46,609.86,85.9485,1521.4
2489,0,-324.107,78.0727,1420.5,-344.327,121.962,1370.94,-412.712,82.8109,1469.65,-501.928,88.0796,1509.71,-546.465,101.833,1535.66,-511.885,140.562,1512.79,423.023,54.1662,1420.26,441.119,82.7846,1362.93,522.727,52.7023,1479.77,614.06,39.5921,1494.68,655.331,43.0006,1529.18,606.56,85.9587,1528.93
2490,0,-323.616,76.6896,1423.43,-343.714,121.324,1373.91,-410.612,82.1041,1473.18,-499.948,87.3476,1514.4,-544.327,100.688,1540.77,-509.677,140.066,1518.1,421.467,54.1161,1424.38,440.895,82.5437,1367.06,520.479,52.8352,1485.5,611.289,39.8681,1502.1,652.438,43.5619,1537.18,603.591,86.1969,1536.2
2491,0,-322.773,75.8062,1425.8,-343.265,120.617,1376.36,-409.239,81.4848,1476.77,-498.228,86.6909,1518.57,-541.988,99.6867,1545.47,-507.61,139.553,1523.26,420.425,54.3302,1428.24,440.249,82.293,1371.48,518.507,52.9604,1491.1,609.176,39.5615,1508.98,649.685,43.8789,1544.54,600.732,86.4969,1542.73
2492,0,-321.049,76.2677,1427.08,-342.856,120.229,1378.28,-408.133,80.6887,1479.09,-496.284,86.18,1522.21,-540.125,98.9091,1549.83,-505.306,138.48,1527.68,419.279,54.4672,1431.67,439.878,82.1336,1375.01,517.351,52.2046,1495.88,606.631,39.6291,1515.11,647.122,43.8237,1551.11,598.007,86.8647,1548.85
2493,0,-320.455,75.4019,1428.67,-342.214,119.706,1380.35,-406.865,79.8882,1481.59,-494.417,84.9401,1525.24,-538.316,98.2534,1553.56,-503.435,137.666,1531.38,418.125,54.5817,1434.8,439.479,82.7474,1378.05,514.517,53.7018,1500.34,604.553,40.1736,1520.88,644.247,44.2898,1557.25,595.335,87.4072,1554.28
2494,0,-320.365,74.0651,1430.23,-341.988,119.258,1381.54,-405.766,79.7845,1483.38,-493.076,85.0339,1527.31,-536.867,97.6183,1556.46,-502.106,137.436,1534.35,417.17,54.8595,1437.6,439.288,82.7377,1381.3,513.08,53.7625,1504.31,602.432,40.5092,1526.02,641.869,44.8555,1562.55,592.945,87.7645,1559.01
2495,0,-320.966,72.5777,1432.1,-341.512,119.066,1382.79,-404.93,78.4205,1485.16,-492.637,83.8036,1530.12,-535.484,97.2982,1559.17,-500.425,136.745,1537.04,416.324,54.9532,1440.46,438.606,83.2924,1383.99,511.465,54.3397,1507.54,600.787,41.0546,1530.42,639.787,45.3737,1567.4,591.149,88.1439,1563.4
2496,0,-318.677,73.9942,1431.35,-341.299,118.664,1383.65,-404.844,78.4351,1485.98,-490.997,84.1677,1531.03,-534.095,97.1121,1561.05,-499.606,136.791,1538.55,415.531,55.4019,1442.28,438.35,83.0945,1386.46,510.728,54.3852,1510.91,598.921,41.3682,1534.23,637.958,46.1401,1571.79,589.039,88.9886,1567.03
2497,0,-318.407,73.5127,1431.85,-341.074,118.147,1384.14,-404.28,77.9578,1486.99,-490.052,83.9848,1532.28,-533.177,97.3002,1562.52,-498.999,136.845,1539.89,414.723,55.5375,1444.49,437.784,83.7729,1388.37,508.57,55.4926,1513.42,597.74,42.1926,1537.56,636.2,46.7233,1575.32,587.455,89.559,1569.96
2498,0,-318.596,72.5854,1432.32,-340.852,117.691,1384.46,-403.682,77.9622,1487.6,-489.738,83.8945,1533.55,-532.541,97.4941,1563.6,-498.586,136.961,1540.61,414.148,55.9028,1445.84,437.536,84.0852,1389.91,507.564,55.855,1515.78,596.597,42.8893,1540.51,635.054,47.5941,1578.26,586.113,90.338,1572.68
2499,0,-318.771,71.8635,1432.45,-340.68,117.302,1384.39,-403.462,77.8723,1487.77,-489.346,84.0711,1533.48,-532.441,97.4984,1563.8,-498.347,137.037,1540.71,413.804,56.0163,1447.14,437.379,84.1613,1391.31,507.164,56.1288,1517.36,595.648,44.1028,1542.4,634.053,48.6358,1580.6,584.959,91.5068,1574.79
2500,0,-318.854,71.516,1432.12,-340.743,117.028,1384,-403.615,77.707,1487.38,-489.38,84.1892,1533.65,-532.326,97.8894,1563.61,-498.365,137.202,1540.36,413.299,56.9706,1447.77,437.217,84.6337,1392.52,506.309,57.3342,1518.77,594.891,44.5356,1544.47,633.185,49.7905,1582.4,584.384,92.2373,1576.13
2501,0,-318.996,71.3441,1431.54,-340.801,116.881,1383.38,-403.804,77.8534,1486.42,-489.873,84.2483,1532.85,-532.305,98.1827,1563.06,-498.521,137.347,1539.45,413.101,57.4594,1448.33,437.079,85.2695,1393.08,505.862,58.0056,1519.67,593.997,45.4539,1545.41,632.682,50.8472,1583.76,583.571,93.2807,1577.61
2502,0,-319.351,71.1584,1430.8,-340.845,116.88,1382.4,-404.456,77.9096,1485.35,-490.128,84.9732,1530.71,-532.992,98.045,1561.42,-498.656,137.104,1537.81,413.039,58.0474,1448.5,437.056,85.907,1393.27,505.506,58.7362,1520.14,594.444,47.1083,1545.88,632.41,52.0396,1584.57,583.288,94.2245,1578.14
2503,0,-319.596,71.2485,1429.34,-340.907,116.879,1380.91,-404.736,78.0747,1483.99,-491.52,84.4321,1529.98,-533.873,98.4718,1559.51,-499.143,137.355,1536.45,413.176,58.6124,1448.39,436.998,86.7009,1393.1,505.632,59.6696,1519.99,594.451,47.91,1546.17,632.559,53.4029,1584.57,583.204,95.3531,1578.1
2504,0,-320.123,71.2077,1428.08,-341.167,117.037,1379.84,-405.888,77.8466,1481.84,-492.681,85.2819,1526.91,-534.936,98.6394,1556.75,-499.993,137.793,1534.04,413.524,59.2834,1448.01,437.019,87.7574,1392.56,506.531,60.4066,1518.9,594.664,49.1188,1545.61,633.075,54.7802,1583.9,583.204,96.4385,1577.59
2505,0,-320.8,71.2105,1426.31,-341.33,117.053,1378.11,-406.642,78.5543,1479.6,-493.911,85.1295,1524.45,-536.343,99.1699,1553.87,-501.188,138.096,1531.43,413.997,59.7425,1447.52,437.236,88.5591,1391.91,506.874,61.5577,1518.37,595.354,50.5406,1544.46,633.231,56.1446,1583.18,583.539,97.6265,1576.67
2506,0,-321.217,71.5744,1424.19,-341.517,117.539,1376.21,-407.986,78.4933,1477.33,-494.907,85.927,1520.5,-537.901,99.4223,1549.98,-503.016,138.575,1528.18,414.408,60.4694,1446.25,437.591,88.934,1390.97,507.617,62.3414,1517.3,596.16,51.8227,1542.93,634.001,57.6358,1581.39,584.096,98.9348,1575.29
2507,0,-321.881,71.8499,1422.03,-341.736,117.752,1374.06,-408.784,79.1217,1474.19,-496.719,85.8945,1517.21,-539.613,99.8114,1546.14,-504.024,138.982,1524.25,414.97,60.5905,1445.09,437.628,89.7325,1389.5,508.057,64.5136,1515.43,597.208,53.5549,1541.04,635.375,59.3861,1579.19,585.353,100.698,1572.88
2508,0,-322.057,72.8452,1419.35,-342.098,118.179,1371.47,-409.508,80.1721,1470.83,-498.185,86.6812,1512.71,-541.452,101.03,1541.75,-505.818,139.532,1519.9,415.901,61.7216,1443.31,438.078,90.5919,1387.49,509.167,64.8854,1513.51,598.503,54.9033,1538.27,636.608,61.1794,1576.51,586.572,102.335,1570.4
2509,0,-322.877,73.1917,1416.68,-342.406,118.595,1368.62,-411.495,79.7811,1467.54,-500.133,86.8273,1509.01,-543.657,101.87,1536.64,-507.603,140.099,1515.07,416.655,62.048,1441.61,438.522,91.4638,1385.69,511.266,65.7105,1510.8,599.97,56.681,1535.42,638.043,62.9769,1573.3,587.702,103.839,1567.51
2510,0,-323.722,73.5791,1413.65,-342.679,119.095,1365.62,-413.033,80.4539,1463.59,-502.539,88.2551,1503.53,-545.645,102.469,1531.03,-509.234,140.612,1509.81,417.471,63.0775,1439,438.58,92.141,1383.34,513.348,66.3961,1507.31,601.721,58.443,1531.91,640.194,64.9062,1569.37,589.812,105.518,1563.99
2511,0,-325.23,73.3404,1410.73,-342.98,119.647,1362.26,-414.529,81.1464,1459.29,-504.093,88.5264,1498.09,-548.472,103.747,1524.98,-511.382,141.116,1504.26,418.627,63.9557,1436.66,438.809,93.2619,1380.77,513.657,68.7403,1504.72,603.781,60.2007,1527.92,642.121,66.8908,1565.17,591.489,107.226,1560.01
2512,0,-326.652,73.3719,1407.43,-343.337,119.991,1358.46,-415.747,81.0462,1454.81,-505.989,89.731,1491.97,-550.813,104.467,1518.39,-513.418,142.024,1498.18,419.622,64.5085,1433.89,439.686,93.7153,1377.66,515.717,70.1878,1501.32,605.765,62.4533,1522.97,644.358,68.9383,1560.52,594.016,109.346,1555.36
2513,0,-327.64,74.1572,1403.36,-343.754,120.651,1354.5,-417.784,82.0933,1449.39,-508.595,90.8331,1485.83,-553.315,105.255,1511.43,-515.925,142.718,1491.9,421.018,65.4685,1430.66,439.955,94.5385,1374.52,517.742,71.3709,1497.04,608.003,64.0529,1518.37,647.18,71.2141,1554.81,596.073,111.067,1550.21
2514,0,-328.053,75.5561,1398.86,-344.153,121.128,1350.13,-419.526,82.5269,1444.26,-511.176,91.1555,1478.97,-555.796,106.63,1504.07,-517.826,143.543,1484.66,422.317,66.1321,1427.53,440.657,95.7877,1370.67,519.627,73.0023,1492.5,610.385,66.4003,1512.45,649.829,73.4451,1548.82,598.863,113.146,1544.77
2515,0,-329.185,76.0254,1394.37,-344.4,121.746,1345.44,-421.506,82.482,1438.25,-513.093,92.383,1471.77,-558.665,107.626,1495.65,-520.422,144.784,1477.21,423.783,67.0756,1423.9,440.993,96.5039,1366.85,521.847,74.5839,1487.49,612.843,68.2636,1506.07,652.345,75.6577,1542.19,601.19,115.024,1538.48
2516,0,-330.532,76.1791,1389.63,-344.611,122.152,1340.28,-423.209,83.9379,1431.94,-515.124,93.5235,1463.47,-561.286,109.046,1487.39,-522.322,145.954,1469,425.192,67.8376,1419.8,441.721,97.4028,1362.54,524.34,75.6358,1482.31,615.373,70.3597,1499.78,655.449,78.07,1534.94,604.107,117.176,1532.04
2517,0,-330.061,78.6425,1382.58,-344.58,122.568,1334.75,-424.959,85.2046,1425.23,-517.562,94.534,1455.21,-563.568,109.781,1478,-524.956,147.017,1460.61,426.531,68.523,1415.42,442.014,98.2693,1357.93,527.348,77.1775,1475.91,618.037,72.4204,1492.27,658.758,80.6896,1527.15,606.981,119.22,1524.96
2518,0,-331.456,78.5071,1377.9,-344.964,123.146,1329.43,-426.877,85.5255,1418.61,-520.317,95.6226,1446.7,-566.296,111.387,1468.59,-526.9,148.375,1451.81,428.124,69.4753,1410.68,442.512,98.8169,1352.89,529.238,78.9578,1470.27,620.866,74.7863,1484.55,661.679,83.1045,1518.68,609.804,121.671,1517.13
